ipc,context_switches(K/s),cpu_migrations(/s),page_faults(/s),branches(M/s),branch_misses(%),L1_dcache_loads(M/sec),r_procs,b_procs,swap(KB),free(KB),buffers(KB),cached(KB),swap_in(KB/s),swap_out(KB/s),interrupts(/s),user_time(%),idle_time(%),iowait_time(%),avg-latency(ms)
0.55,7.209,13.392,1189.888,180.735,2.42,234.704,8.2,0.4,1108711.2,6583207.2,141022.4,388270.4,8.0,36.0,15591.6,45.0,4.4,0.4,6.359879631398843
0.66,5.6,20.694,38219.776,209.678,2.09,269.994,9.8,1.0,1166824.8,738455.2,85192.8,303672.0,138.4,42915.2,15333.0,28.2,4.8,1.0,8.019250014732624
0.67,6.243,17.605,31266.816,224.274,1.92,295.921,8.2,0.2,1272392.8,455302.4,46323.2,329968.0,6694.4,80231.2,15899.2,27.6,5.0,2.2,6.9414661438376815
0.72,7.331,18.526,31240.192,246.258,1.72,326.118,6.0,0.4,1188047.2,2395830.4,42484.0,295545.6,3428.8,13003.2,17447.8,28.6,8.6,1.4,6.798294666402735
0.76,6.029,16.421,30986.24,273.616,1.62,370.154,10.0,0.4,1162766.4,1347400.0,87959.2,387033.6,6758.4,279.2,14603.4,37.2,2.4,0.8,10.754432729495468
0.71,6.834,14.653,36907.008,222.413,1.85,288.457,8.6,0.0,1140193.6,3135821.6,114857.6,378528.8,488.0,0.0,14518.2,31.8,6.4,0.8,6.547284360280344
0.72,7.729,14.4,37660.672,228.582,1.93,299.864,6.4,0.4,1137480.0,3669813.6,128652.8,393380.0,544.8,0.0,16127.4,32.4,6.6,1.0,6.04069592727262
0.71,7.229,16.363,39942.144,230.2,1.83,298.808,7.2,0.0,1130772.8,3412010.4,133469.6,404178.4,149.6,0.0,15975.6,30.4,5.2,1.0,6.721872385307278
0.71,7.975,15.656,35563.52,234.635,2.03,307.794,6.2,0.4,1129544.0,4309060.8,135119.2,403396.8,31.2,0.0,17030.8,28.6,6.2,0.6,4.903710347331029
0.7,7.571,16.429,37839.872,227.874,1.97,296.079,9.6,0.2,1128724.8,4050868.8,135796.8,407144.8,60.8,0.0,16332.2,31.8,6.2,0.4,5.790391175643258
0.72,7.576,15.689,38617.088,230.16,1.99,301.815,8.4,0.4,1126062.4,5065952.8,136015.2,410973.6,1184.8,0.0,16603.0,33.0,7.0,1.0,5.372822231145346
0.7,7.816,15.907,37085.184,233.267,2.02,301.273,8.4,0.2,1122222.4,5136696.0,136111.2,411628.0,53.6,0.0,16626.6,33.0,6.6,0.6,5.290348411870087
0.71,7.586,18.805,39729.152,226.159,2.04,293.208,7.6,0.0,1120584.0,5198706.4,136158.4,413061.6,95.2,0.0,15610.0,33.2,6.6,0.6,5.396373630321102
0.7,7.766,17.945,38876.16,227.826,2.09,297.197,8.2,0.0,1120328.0,4949408.0,136188.0,410735.2,20.0,0.0,15810.0,35.2,5.8,0.8,4.980747287851632
0.71,5.896,27.434,14307.328,232.691,1.82,299.148,8.4,0.2,1481713.6,3868624.8,136674.4,411361.6,16.0,147034.4,14208.2,31.8,4.2,1.4,6.562622754197371
0.73,5.983,23.026,19423.232,240.8,1.76,308.02,6.2,0.2,1554511.2,3981889.6,136833.6,413588.0,61.6,162019.2,14299.8,30.8,4.6,1.2,6.75673925621265
0.76,7.882,21.484,36941.824,191.2,2.3,348.548,8.2,0.4,1117380.8,4596018.4,136890.4,418486.4,72.8,0.0,17072.0,35.4,6.6,1.0,6.058095318723858
0.85,7.766,25.736,31800.32,189.422,2.41,430.334,10.2,0.4,1116948.0,4327267.2,136917.6,416959.2,47.2,0.0,16471.8,37.8,6.2,1.0,5.318229137105866
0.8,7.813,21.441,29717.504,182.678,2.52,383.263,7.4,0.0,1116176.0,4610383.2,136932.0,416397.6,56.0,0.0,16285.0,38.2,5.2,0.6,5.215655626474618
0.86,7.608,21.154,23341.056,181.759,2.26,431.652,8.0,0.6,1111930.4,4465536.8,137507.2,430278.4,418.4,0.0,15522.4,41.6,4.8,0.4,5.973385862145292
0.93,8.149,24.314,27579.392,237.103,1.94,472.114,9.4,0.6,1110646.4,4902312.0,137772.0,433381.6,20.8,0.0,17758.0,39.4,5.2,1.0,5.308642231119323
0.99,8.146,31.977,27460.608,278.748,1.63,502.458,7.2,0.4,1110280.8,5204260.8,137772.0,437159.2,14.4,0.0,16949.0,42.2,5.6,1.0,5.674578926780008
1.03,7.908,31.553,22722.56,278.797,1.66,540.549,9.2,0.2,1109983.2,5386362.4,137780.0,429191.2,13.6,0.0,16840.2,40.8,4.8,0.6,5.17964837050376
1.12,8.198,37.05,9587.712,302.914,1.52,601.161,6.4,0.2,1109203.2,5156974.4,137792.8,432482.4,96.8,0.0,17047.0,45.4,5.0,1.0,5.432271439096202
1.21,7.293,37.216,7427.072,327.369,1.34,665.244,9.6,0.2,1104280.8,5481399.2,137809.6,436632.0,1335.2,0.0,15754.0,46.6,4.6,0.6,6.264218725419942
1.23,7.283,47.391,7232.512,316.69,1.44,678.923,9.2,0.4,1097778.4,5439012.0,138391.2,460134.4,2636.8,0.0,15569.2,45.2,3.6,1.0,6.487296515212947
1.17,6.777,42.601,9479.168,281.203,1.37,604.203,8.2,0.2,1092556.0,5654584.8,138957.6,507169.6,16.8,0.0,14552.4,50.8,4.6,0.8,6.878478381992345
1.01,6.807,34.291,17987.584,290.021,1.4,388.928,7.4,0.0,1092044.0,6131476.8,138966.4,499249.6,8.0,0.0,15621.4,40.4,5.0,1.0,6.385042009770045
0.97,6.919,47.384,18528.256,325.236,1.36,412.479,7.8,0.2,1146639.2,6248785.6,138996.0,503826.4,84.8,48463.2,16442.0,36.6,4.6,1.6,5.867289983093681
0.49,8.547,37.898,1270.784,182.209,2.89,249.073,7.6,0.0,1089504.8,6437852.8,139000.0,508672.8,23.2,44.8,17735.8,44.6,5.8,0.2,4.283682630264904
0.61,7.829,40.516,61144.064,215.815,2.16,278.71,9.6,0.2,1089044.0,2912509.6,139021.6,501573.6,0.8,0.0,15304.6,28.6,6.4,1.0,4.128162159252627
0.58,6.063,64.308,21941.248,179.458,2.5,251.412,7.6,1.8,1324160.0,154371.2,40491.2,330673.6,18080.0,112236.8,18273.8,15.4,2.8,6.6,10.048395435282048
0.64,7.861,49.972,46820.352,226.275,1.94,302.479,6.6,0.4,1279633.6,3626499.2,29279.2,318469.6,7965.6,4725.6,16898.6,26.0,6.6,1.6,5.410643045652645
0.66,7.904,50.291,49422.336,222.845,2.04,288.873,7.6,0.4,1241265.6,4520285.6,98860.8,345276.0,7108.0,0.0,16374.8,27.6,7.6,1.0,5.364114142061346
0.65,8.052,42.211,48144.384,217.463,1.99,285.971,7.6,0.2,1198734.4,3817000.8,127838.4,364572.0,3793.6,0.0,16796.6,26.0,7.4,1.2,4.975022469644134
0.64,8.419,41.634,46842.88,224.86,2.09,294.955,8.4,0.4,1189512.0,4424390.4,137915.2,383309.6,102.4,0.0,16747.4,29.0,5.4,0.8,4.16288392411338
0.64,8.067,37.624,46002.176,213.569,2.11,280.976,7.6,0.2,1174920.8,4778708.8,141144.0,387712.0,104.8,0.0,16468.4,29.4,6.6,1.0,4.591530766980401
0.63,8.197,34.379,49703.936,208.914,2.16,275.2,6.4,0.0,1173964.0,4620603.2,142255.2,386699.2,88.8,0.0,16797.6,29.2,6.4,1.0,4.559685159545434
0.66,7.782,46.554,46833.664,217.412,2.27,283.339,6.2,0.4,1145864.0,4438879.2,142762.4,412204.8,175.2,0.0,15827.0,26.8,6.6,0.8,4.735951551705552
0.64,8.093,48.673,53281.792,218.944,2.1,284.103,5.4,0.4,1145011.2,4393340.8,143014.4,422175.2,47.2,0.0,16252.4,28.2,5.4,0.6,4.323242030618511
0.69,8.32,43.557,51658.752,214.207,2.3,334.977,8.6,0.0,1143755.2,4262576.0,143220.0,421680.0,168.0,0.0,16431.8,27.8,6.0,0.8,4.027524942992836
0.72,8.446,36.35,48490.496,188.595,2.57,381.239,7.4,0.2,1140308.0,4019360.8,143316.8,421257.6,557.6,0.0,17061.4,30.2,6.0,1.0,4.021491460352136
0.75,8.998,49.963,44578.816,191.401,2.57,415.394,6.2,0.2,1139764.0,3859508.8,143360.0,427918.4,25.6,0.0,18249.6,32.2,6.6,1.0,3.8902730117609474
0.82,7.925,52.052,40116.224,163.579,2.61,453.674,6.0,0.2,1139326.4,3633038.4,143376.0,424276.8,16.0,0.0,15457.2,36.4,6.0,0.6,4.990937908490499
0.82,8.557,37.965,34421.76,163.593,2.99,455.303,7.6,0.2,1135102.4,3661554.4,143502.4,429689.6,1872.0,0.0,16790.2,36.8,5.2,1.0,4.083322343372164
0.73,7.737,32.285,37479.424,159.879,2.87,356.604,6.6,0.2,1127606.4,4704872.8,143752.8,440837.6,311.2,0.0,15491.0,29.0,6.2,0.6,4.3147069944752205
0.93,7.303,25.52,18841.6,175.142,2.26,465.691,5.0,0.0,1125245.6,3864587.2,143760.0,444150.4,3.2,0.0,14957.4,41.0,6.8,1.2,5.342822202614376
0.93,7.551,42.584,26124.288,204.786,2.08,471.782,8.6,0.2,1120590.4,4566945.6,143767.2,446367.2,1055.2,0.0,15888.2,37.2,6.0,1.0,4.977193610796791
0.87,6.18,28.436,21179.392,140.103,2.27,383.462,6.2,0.0,1119913.6,4516228.8,143776.0,441806.4,49.6,0.0,12132.4,39.4,5.4,0.8,6.792596408299038
0.87,6.507,41.665,21114.88,247.343,1.76,396.828,5.0,0.2,1779512.8,4827972.8,143784.0,442811.2,27.2,138908.0,13566.8,28.6,6.6,1.6,5.1561535583522335
0.95,7.305,38.935,29242.368,225.13,1.83,425.419,6.0,1.0,1118930.4,5095620.8,143784.0,444491.2,24.8,0.0,15527.4,34.8,6.2,1.0,5.15277170827972
0.9,5.87,35.019,17227.776,230.126,1.65,374.94,6.0,0.2,1603246.4,5155376.0,143794.4,446785.6,7.2,144174.4,12462.2,29.0,6.4,1.6,6.026271360004367
1.15,7.512,22.153,17720.32,288.107,1.46,595.486,7.6,0.0,1118764.0,5429532.0,143809.6,453023.2,45.6,0.0,15625.0,38.2,8.2,1.2,4.706999009220716
1.01,6.807,21.326,18457.6,269.32,1.54,500.089,6.4,0.4,1319245.6,5531970.4,143833.6,443560.8,23.2,78740.0,15347.4,30.2,8.0,1.0,5.24425298183948
1.27,8.409,22.117,14804.992,329.825,1.37,746.013,6.0,0.6,1118308.0,5431076.8,143875.2,449431.2,3.2,0.0,17703.4,40.6,8.8,1.4,4.440600253917553
1.14,8.238,13.561,24675.328,337.045,1.33,558.674,7.6,0.0,1117840.0,5768555.2,143905.6,447054.4,11.2,0.0,16884.0,35.6,9.8,1.8,4.4958439545295406
1.03,7.358,21.736,20636.672,328.496,1.31,383.677,4.6,0.2,1162792.0,6110919.2,143921.6,450406.4,43.2,52428.8,17007.6,30.2,9.2,2.4,5.09447751402044
0.99,8.482,15.354,23766.016,306.46,1.46,441.765,5.4,0.4,1112756.0,6295211.2,143933.6,450230.4,5.6,0.0,18202.2,32.6,8.4,1.6,4.690015446598728
0.36,8.672,18.264,984.768,132.157,3.38,184.675,6.2,0.2,1112756.0,6468854.4,143948.0,448593.6,14.4,50.4,17288.8,40.0,8.8,1.2,4.601505840181481
0.59,5.891,47.707,27104.256,180.02,2.35,247.929,8.6,0.6,1289696.8,1186721.6,9660.0,297364.8,10877.6,65826.4,15031.2,14.0,4.6,4.2,8.792308768219263
0.48,4.481,33.835,35094.528,137.799,2.25,183.743,7.8,0.6,1219485.6,741416.0,41116.8,351077.6,1756.0,37862.4,11963.8,14.2,8.0,5.0,9.563533883345755
0.61,8.029,19.34,42488.832,204.778,2.02,276.313,5.6,0.0,1256246.4,4093637.6,32666.4,304800.0,8740.0,2601.6,17290.0,19.6,11.2,1.6,5.643658269821138
0.68,6.723,24.262,28414.976,246.801,1.55,330.169,4.4,0.4,1949465.6,2523238.4,98432.8,353367.2,6804.0,174484.8,15062.2,16.2,8.0,3.8,5.59217115836357
0.58,9.28,18.848,54877.184,208.246,2.33,275.989,4.8,0.2,1181032.8,4549221.6,126099.2,380500.0,1167.2,0.0,18865.2,23.0,10.2,1.8,3.5879262402555603
0.59,8.531,13.152,53295.104,199.379,2.27,263.832,7.4,0.0,1166360.0,4344805.6,135483.2,386464.0,59.2,0.0,17261.4,22.0,10.0,1.8,3.982153705075126
0.65,8.145,40.199,51617.792,181.035,2.63,344.728,6.0,0.2,1164499.2,3514148.8,138764.0,385488.0,80.0,0.0,16343.4,24.6,7.4,0.6,3.525069601395551
0.59,8.98,15.762,53385.216,179.386,2.7,275.774,5.8,1.0,1147406.4,3634206.4,139961.6,393092.0,41.6,0.0,18465.2,22.4,8.8,1.6,3.527079840980606
0.64,7.437,49.811,56206.336,191.393,2.44,330.9,7.0,0.0,1146465.6,3976479.2,140412.0,392081.6,90.4,0.0,14952.0,24.4,6.6,0.2,3.569017847379049
0.84,8.941,20.656,27381.76,179.356,2.57,469.781,6.8,0.0,1134678.4,2851095.2,141003.2,427840.8,68.8,0.0,17576.0,31.2,8.8,1.4,3.7451305985450745
0.73,9.174,28.021,50709.504,157.649,2.99,441.831,5.6,0.2,1134062.4,3587546.4,141090.4,424035.2,16.0,0.0,18171.6,28.0,7.8,1.2,3.7409034412303073
0.78,8.633,34.926,47419.392,147.268,2.82,459.877,7.0,0.0,1133867.2,3453179.2,141140.8,425436.8,1.6,0.0,17697.0,31.0,7.0,1.6,4.393830851725469
0.8,7.888,65.985,44980.224,147.014,3.0,476.218,8.2,0.0,1132142.4,3545529.6,141197.6,427101.6,75.2,0.0,15676.8,31.4,5.8,0.2,4.012091890715531
0.87,7.741,49.993,36275.2,163.178,2.76,523.359,8.2,0.0,1131492.0,3378101.6,141223.2,427204.8,20.0,0.0,15650.6,30.6,5.8,0.0,3.775056873821191
0.95,7.931,45.682,36222.976,205.297,2.22,535.854,7.6,0.2,1131009.6,4002271.2,141244.8,431089.6,12.8,0.0,15711.2,33.2,6.2,0.2,3.8013542969214735
0.9,8.596,41.218,41503.744,211.085,2.21,523.417,6.2,0.0,1130579.2,3957936.0,141267.2,425216.0,5.6,0.0,17654.8,32.2,6.6,0.6,3.692354306863255
0.84,8.006,17.277,16324.608,249.765,1.89,439.311,5.0,0.0,1684669.6,4267692.8,141288.8,429560.0,11.2,170902.4,17009.0,22.6,8.6,3.0,3.953691051000027
1.09,7.868,49.57,20538.368,270.459,1.73,613.467,8.0,0.0,1128365.6,4500629.6,141307.2,434563.2,33.6,0.0,15673.0,36.0,5.6,0.0,3.704711840929776
0.96,7.92,25.69,33594.368,227.091,1.94,466.803,6.8,0.2,1122978.4,4728020.0,141324.0,442573.6,1660.0,0.0,15455.8,33.2,7.6,1.6,4.218640753620532
1.23,7.731,49.759,15261.696,293.595,1.57,674.839,6.8,0.4,1120668.8,4390691.2,141338.4,453539.2,58.4,0.0,16008.0,33.8,6.4,0.2,3.710048918676849
1.11,8.088,52.154,27526.144,278.508,1.57,610.062,6.8,0.0,1120296.0,4832352.8,141347.2,450352.0,7.2,0.0,15909.0,33.4,7.4,0.8,3.9877037551209393
1.11,6.042,60.019,3346.432,278.61,1.45,533.499,6.4,0.4,1542682.4,4746802.4,141370.4,454739.2,9.6,170684.8,14388.6,28.4,7.6,2.8,5.172120177406397
1.26,7.188,37.919,17782.784,314.506,1.23,691.756,5.4,0.4,1109612.0,5108520.8,141376.0,450175.2,19.2,0.0,14517.8,36.8,7.4,1.4,4.679969511926174
1.37,7.474,31.38,11575.296,324.683,1.16,789.233,5.8,0.2,1106642.4,5209445.6,141485.6,458431.2,395.2,0.0,15475.8,45.2,6.6,1.8,5.057674118235141
1.23,7.805,28.608,3011.584,289.146,1.49,697.458,4.4,0.2,1115992.8,5409053.6,141516.0,456315.2,4.8,10280.8,17611.8,40.6,9.6,2.0,4.052930210761791
1.14,8.154,27.185,22141.952,350.744,1.22,513.917,4.8,0.2,1104432.0,5772862.4,141526.4,452603.2,87.2,0.0,15745.2,30.6,8.4,1.6,4.066483460093774
1.11,8.135,29.471,26776.576,349.936,1.25,427.797,5.2,0.2,1103556.8,6151657.6,141540.0,452780.8,353.6,0.0,17141.6,31.0,7.8,1.0,4.108847170085697
0.95,7.204,54.256,23582.72,273.305,1.55,428.29,5.6,0.4,1110736.8,6222189.6,141548.0,453905.6,14.4,26214.4,15510.2,34.6,7.0,2.0,4.547918576042853
0.25,8.909,35.18,1055.744,115.837,4.08,168.263,6.2,0.2,1102352.0,6449089.6,141552.8,459334.4,8.8,52.8,17296.8,46.0,7.0,0.8,3.5530627127361183
0.7,5.728,28.73,42878.976,233.172,2.07,301.735,9.8,1.2,1138184.8,800184.8,86362.4,359235.2,65.6,33293.6,16345.8,31.2,3.0,1.6,10.928241556340998
0.66,5.692,33.117,35462.144,216.994,1.98,279.504,9.0,0.2,1247736.0,744442.4,43970.4,370488.8,4303.2,34759.2,14259.8,28.8,2.6,1.2,9.948888361848743
0.7,6.417,28.989,28601.344,219.581,2.18,285.055,9.2,0.6,1249059.2,584271.2,48560.0,304454.4,4726.4,3117.6,14365.6,34.6,2.8,1.2,10.518367763981878
0.7,6.346,24.371,37874.688,210.15,1.85,273.527,9.4,0.4,1221872.8,1546080.0,84825.6,409327.2,7345.6,0.0,14236.2,31.8,3.4,0.6,9.780725880509294
0.79,6.53,19.025,37872.64,250.735,1.67,326.453,10.0,0.0,1192996.0,2368762.4,97986.4,415900.8,3831.2,0.0,13307.0,30.6,4.2,0.8,7.928699924262387
0.77,6.949,18.111,32045.056,232.324,1.77,301.567,9.6,0.0,1168368.8,2662246.4,124383.2,422378.4,3153.6,0.0,14643.6,32.8,4.2,0.6,7.771594271795386
0.76,6.852,20.868,36638.72,240.096,1.78,312.237,8.6,0.6,1151421.6,3000458.4,136660.8,430623.2,6231.2,0.0,15052.4,33.6,3.6,0.8,8.065715271939514
0.74,8.03,14.782,30635.008,251.482,2.0,332.352,8.6,0.4,1135828.8,2621966.4,140456.0,431132.8,116.0,0.0,16899.0,32.6,5.4,0.6,5.457702230234616
0.73,6.482,17.904,23250.944,242.853,2.01,318.663,9.0,0.2,1198196.8,2522357.6,141680.0,431976.8,77.6,40056.0,15536.6,36.6,5.0,0.8,6.107888086055353
0.76,7.312,16.396,29971.456,242.429,1.97,316.771,9.8,0.0,1132755.2,4301526.4,142173.6,434509.6,35.2,0.0,15032.8,33.2,4.0,0.4,5.321406852701859
0.74,7.155,16.985,32969.728,233.035,1.89,299.342,9.4,0.2,1132458.4,4170720.0,142380.8,439055.2,11.2,0.0,15289.8,36.0,4.2,0.2,6.497795824890798
0.74,6.991,18.204,30618.624,234.908,1.87,300.243,7.6,0.4,1131735.2,4530296.0,142484.0,437541.6,39.2,0.0,15497.8,36.0,4.4,0.4,6.672971232696738
0.73,5.457,17.931,25542.656,198.684,1.72,256.169,9.8,0.2,1130782.4,5192980.8,142526.4,435260.8,88.0,0.0,11358.2,39.8,3.4,0.4,9.628878741930231
0.77,7.061,15.901,20659.2,229.817,1.87,294.926,9.0,0.0,1128428.0,4310209.6,142540.8,442640.8,56.8,0.0,15373.2,35.4,5.6,0.6,7.518700019798087
0.75,6.778,17.114,35716.096,239.484,1.87,303.42,8.4,0.0,1127709.6,5216528.0,142565.6,439612.0,59.2,0.0,15057.4,37.4,4.8,0.6,6.612614996509489
0.76,5.263,18.608,13548.544,183.007,1.91,241.785,8.2,0.0,1127420.0,4813680.0,142572.8,439751.2,22.4,0.0,11035.4,40.8,3.8,1.2,8.384446497563717
0.76,7.327,16.938,33809.408,224.574,1.93,287.64,9.4,0.4,1126976.0,5234696.8,142583.2,440631.2,7.2,0.0,16520.0,37.6,5.2,0.6,6.715373523024402
0.78,7.635,13.837,31729.664,217.145,2.16,332.178,7.0,0.0,1126604.0,5125330.4,142604.0,439790.4,19.2,0.0,16082.0,35.2,5.4,1.0,5.939904367319996
0.85,7.475,14.655,28186.624,212.161,2.15,418.449,8.6,0.0,1125877.6,4941564.8,142608.0,442408.8,51.2,0.0,15718.2,40.0,4.2,0.4,5.989783293717391
0.97,7.662,18.283,25148.416,238.304,2.0,483.364,8.4,0.2,1125278.4,4745120.8,142611.2,442444.0,104.0,0.0,16213.0,43.6,4.2,0.8,6.10144916895326
0.93,7.659,14.917,24075.264,230.746,1.93,447.757,9.2,0.2,1123878.4,5026616.0,142792.0,461200.8,5.6,0.0,17368.6,41.2,4.0,0.8,6.76376709405841
0.92,5.99,20.265,12036.096,261.695,1.58,396.327,8.0,0.2,1606469.6,5034448.8,142802.4,455503.2,1.6,164758.4,14110.4,37.2,3.4,1.0,8.509165851782399
0.92,6.616,18.65,21554.176,214.309,1.83,383.449,9.4,0.6,1124032.0,5379968.8,142808.0,455471.2,53.6,0.0,14389.6,43.8,3.6,0.4,7.595256914066363
1.09,7.751,16.153,15139.84,291.458,1.56,539.554,7.8,0.0,1123520.0,5611412.0,142816.8,462282.4,35.2,0.0,16071.6,41.0,3.4,0.2,6.137223969441026
1.16,7.052,22.277,10566.656,310.853,1.41,598.235,8.0,0.2,1123008.0,5589653.6,142826.4,457251.2,1.6,0.0,14852.6,45.2,3.4,0.2,6.98237235729511
1.19,7.231,21.567,7798.784,318.543,1.52,654.783,6.8,0.0,1122496.0,5671754.4,142828.8,463640.0,3.2,0.0,15910.4,48.6,3.0,0.4,5.755595683592575
1.03,6.362,33.509,15812.608,304.227,1.52,465.294,9.0,0.2,1175236.0,6018984.0,142836.0,464372.0,28.8,52428.8,15019.4,41.2,4.2,1.0,6.626560938292446
1.08,7.689,20.481,20945.92,361.077,1.3,470.108,8.8,0.2,1091692.0,6211025.6,142840.0,466508.0,9.6,0.0,16136.0,42.2,3.0,0.6,6.049733590165493
0.56,8.596,19.487,1081.344,203.632,2.53,269.706,8.4,0.4,1087800.8,6424574.4,142992.8,461433.6,0.8,32.8,18187.2,50.8,3.2,0.6,5.274711414293543
0.69,5.177,51.419,34779.136,228.67,1.98,298.336,12.4,0.6,1247849.6,269841.6,34256.0,312002.4,773.6,95108.8,16410.0,25.8,2.6,2.0,8.651404072054856
0.69,6.66,54.463,32575.488,229.98,1.99,312.542,10.6,0.4,1397417.6,907296.8,27664.0,280098.4,16795.2,38401.6,16488.2,27.0,3.2,1.6,8.880840956106693
0.73,6.968,41.426,36897.792,249.318,1.7,325.095,9.6,0.2,1258323.2,2452506.4,43091.2,327176.8,6387.2,1936.0,14899.0,28.4,5.0,1.2,6.816251169551503
0.74,7.411,48.793,41094.144,239.742,1.85,312.208,7.4,0.6,1207200.8,3556902.4,95455.2,354508.8,5360.0,0.0,15270.6,30.8,5.0,1.0,6.279983320785442
0.74,7.245,39.088,41392.128,238.589,1.79,312.734,9.6,0.4,1176839.2,3931788.8,126001.6,371406.4,2214.4,0.0,14993.8,33.2,5.0,0.8,6.339793981507767
0.75,7.294,43.311,44375.04,247.917,1.79,317.71,8.4,0.2,1172077.6,4122774.4,136578.4,369541.6,99.2,0.0,15675.6,33.8,4.8,0.6,5.848976693502286
0.71,7.745,30.855,38369.28,234.368,2.0,305.729,8.8,0.0,1168288.8,4136659.2,140331.2,384379.2,1701.6,0.0,16518.0,32.4,5.0,0.8,5.160941724727978
0.7,7.527,28.27,44980.224,222.662,2.04,287.774,5.8,0.0,1161632.8,4062266.4,141727.2,388270.4,142.4,0.0,15416.2,35.0,5.2,0.4,5.581292884294377
0.73,7.518,23.024,40170.496,238.447,1.93,308.538,7.6,0.4,1153133.6,4500027.2,142132.0,398986.4,244.8,0.0,15792.2,33.0,4.8,0.4,5.48894872595539
0.72,7.925,31.885,40918.016,228.906,2.04,297.585,7.4,0.0,1152212.0,4813913.6,142386.4,393262.4,62.4,0.0,15710.8,34.0,6.2,0.8,5.316624518718567
0.72,7.578,33.028,45000.704,231.319,2.36,298.789,8.2,0.0,1147143.2,4646283.2,142595.2,402236.8,229.6,0.0,15954.8,35.6,5.2,1.0,5.319259094726129
0.76,5.773,44.108,18329.6,246.233,1.68,317.945,8.4,0.0,1522510.4,3692558.4,142756.8,413033.6,33.6,139115.2,14667.2,32.4,4.2,1.0,7.440792699778302
0.72,7.483,26.819,42717.184,231.837,2.12,304.473,9.6,0.8,1143929.6,4604312.8,142787.2,408782.4,33.6,0.0,15172.8,37.6,5.0,0.6,4.869620714868818
0.94,6.372,35.346,1742.848,263.532,1.67,463.644,6.0,0.2,1730149.6,2727008.0,142811.2,410515.2,20.0,189754.4,13829.4,35.0,3.8,0.8,6.097599788211733
0.83,7.993,38.3,37953.536,219.482,2.33,445.576,6.8,0.2,1142941.6,4158415.2,142830.4,415993.6,85.6,0.0,16519.2,38.6,5.6,0.6,4.946053618251687
0.9,8.393,37.605,34699.264,209.193,2.44,516.687,8.6,0.0,1141967.2,3930251.2,142833.6,417936.0,85.6,0.0,17539.8,41.2,5.8,1.0,4.713270274348229
0.88,7.842,27.401,25860.096,188.669,2.57,469.608,7.4,0.2,1141039.2,3996279.2,142840.8,417712.0,20.8,0.0,17232.4,39.8,5.6,0.6,4.997575084368388
0.81,6.902,19.983,28301.312,173.121,2.38,368.711,7.0,0.0,1130340.0,4299157.6,143152.8,428876.0,24.8,0.0,15281.8,37.2,5.0,0.6,6.4632851501991
0.92,7.391,29.595,22884.352,198.334,2.28,460.238,6.2,0.2,1132945.6,4267739.2,143161.6,436017.6,5.6,3045.6,16610.2,39.8,5.2,0.6,5.7525623358037485
0.96,7.748,23.972,27575.296,242.678,2.03,480.27,9.6,0.0,1128480.0,5047324.0,143178.4,436993.6,452.8,0.0,16093.6,42.2,5.2,0.8,4.806345333169724
0.91,5.973,33.342,10343.424,250.944,1.67,391.919,8.8,0.0,1858674.4,5124316.0,143193.6,434324.8,154.4,152408.0,13835.2,36.6,4.8,1.2,7.032465962704014
1.05,8.105,19.218,22747.136,280.629,1.66,528.223,7.6,0.6,1126811.2,5334828.0,143196.0,439383.2,43.2,0.0,16697.4,36.8,6.2,0.6,5.167114118049884
1.06,7.634,24.63,18867.2,264.301,1.63,511.44,8.4,0.4,1125992.0,5464850.4,143196.0,441003.2,87.2,0.0,16311.0,38.6,6.0,1.0,5.70525986807687
1.16,7.528,18.898,15055.872,312.259,1.42,600.913,7.2,0.0,1125377.6,5564470.4,143199.2,440588.0,188.8,0.0,15495.8,39.2,4.8,0.2,5.524938117523897
1.26,7.552,18.692,5982.208,321.6,1.34,686.394,7.2,0.0,1124472.0,5518720.0,143204.0,433986.4,96.8,0.0,16182.6,47.6,5.6,0.8,5.380886294195826
1.03,5.718,17.645,9201.664,211.005,1.48,432.387,9.8,0.2,1123544.0,5906673.6,143204.0,439311.2,4.0,0.0,12518.4,44.0,5.2,1.2,8.995519028053627
1.02,6.482,24.348,16544.768,275.947,1.47,453.905,9.6,0.4,1123288.0,6111015.2,143209.6,440672.0,48.0,0.0,13442.2,42.0,4.6,0.2,6.576219583840062
0.9,6.213,32.923,16310.272,278.018,1.53,315.006,9.0,0.0,1132270.4,6296056.0,143231.2,438354.4,132.8,26214.4,14462.8,37.4,5.6,0.4,6.359784940097335
0.46,6.02,17.571,1070.08,123.432,2.83,166.852,9.2,0.2,1121936.0,6497161.6,143247.2,439536.0,18.4,32.8,11918.8,50.2,6.2,0.8,8.296033682255203
0.58,5.171,26.785,36399.104,190.258,2.34,247.128,8.8,0.6,1222834.4,449233.6,60302.4,320275.2,964.0,71834.4,15039.0,19.2,5.6,2.8,9.64265229422629
0.63,5.974,40.865,32122.88,203.643,2.19,279.124,8.4,0.4,1388841.6,471869.6,23759.2,312057.6,19265.6,61936.0,16139.2,18.2,3.4,3.0,9.689957721938224
0.69,7.891,52.018,38065.152,230.466,2.54,306.366,7.2,0.0,1243341.6,4547552.8,21003.2,261300.8,7396.8,3281.6,15787.8,22.4,8.2,2.2,5.855930270627141
